"EMFAC2017 (v1.0.2) Emissions Inventory"
"Region Type: County"
"Region: SAN LUIS OBISPO"
"Calendar Year: 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019"
"Season: Annual"
"Vehicle Classification: EMFAC2007 Categories"
"Units: miles/day for VMT, trips/day for Trips, tons/day for Emissions, 1000 gallons/day for Fuel Consumption"

Region,"Calendar Year","Vehicle Category","Model Year",Speed,Fuel,Population,VMT,Trips,ROG_RUNEX,ROG_IDLEX,ROG_STREX,ROG_TOTEX,ROG_DIURN,ROG_HTSK,ROG_RUNLS,ROG_RESTL,ROG_TOTAL,TOG_RUNEX,TOG_IDLEX,TOG_STREX,TOG_TOTEX,TOG_DIURN,TOG_HTSK,TOG_RUNLS,TOG_RESTL,TOG_TOTAL,CO_RUNEX,CO_IDLEX,CO_STREX,CO_TOTEX,NOx_RUNEX,NOx_IDLEX,NOx_STREX,NOx_TOTEX,CO2_RUNEX,CO2_IDLEX,CO2_STREX,CO2_TOTEX,CH4_RUNEX,CH4_IDLEX,CH4_STREX,CH4_TOTEX,PM10_RUNEX,PM10_IDLEX,PM10_STREX,PM10_TOTEX,PM10_PMTW,PM10_PMBW,PM10_TOTAL,PM2_5_RUNEX,PM2_5_IDLEX,PM2_5_STREX,PM2_5_TOTEX,PM2_5_PMTW,PM2_5_PMBW,PM2_5_TOTAL,SOx_RUNEX,SOx_IDLEX,SOx_STREX,SOx_TOTEX,N2O_RUNEX,N2O_IDLEX,N2O_STREX,N2O_TOTEX,"Fuel Consumption"
"SAN LUIS OBISPO",2016,UBUS,Aggregated,Aggregated,GAS,32.79755493995044,2447.920662434586,131.19021975980175,0.00003895791575898165,0,0.000035421617101402495,0.00007437953286038414,0.0000003416582246491385,0.000004995063651357409,0.000021359212176855102,0.00000022812582167230122,0.00010130359273491809,0.00005684729922502814,0,0.00003878221212901833,0.00009562951135404647,0.0000003416582246491385,0.000004995063651355353,0.000021359212176846317,0.00000022812582167230122,0.00012255357122856956,0.0005276050479386789,0,0.000579962677297382,0.0011075677252360607,0.0004134705321025014,0,0.00009574820683988381,0.0005092187389423852,3.6956611788826135,0,0.007075168212864318,3.702736347095478,0.000012597870879603693,0,0.000008184922269349937,0.00002078279314895363,0.0000019831062855075213,0,0.000000026635956438454128,0.0000020097422419459755,0.000023228380995991163,0.0002575308689060109,0.000282768992143948,0.000001823393027614298,0,0.00000002449077873871285,0.0000018478838063530108,0.000005807095248997791,0.00011037037238829037,0.00011802535144364118,0.000036571563274786995,0,0.00000007001452499353913,0.00003664157779978053,0.00004159894365120083,0,0.000009093999964827407,0.00005069294361602824,0.39083567981739603
"SAN LUIS OBISPO",2016,UBUS,Aggregated,Aggregated,DSL,64.01533296523152,6267.538941314404,256.06133186092603,0.000026422054669314603,0,0,0.000026422054669314603,0,0,0,0,0.000026422054669314603,0.0009331773959980273,0,0,0.0009331773959980273,0,0,0,0,0.0009331773959980273,0.002530563415067697,0,0,0.002530563415067697,0.022943680329683636,0,0,0.022943680329683636,11.81559896797392,0,0,11.81559896797392,0.0008992090439075946,0,0,0.0008992090439075946,0.000052113692714002825,0,0,0.000052113692714002825,0.0002094479086690681,0.0005387898094410821,0.000800351410824153,0.00004985927743563047,0,0,0.00004985927743563047,0.000052361977167267026,0.0002309099183318923,0.0003331311729347898,0.0001116999018068211,0,0,0.0001116999018068211,0.0018572476158619092,0,0,0.0018572476158619092,1.0530419864973037
"SAN LUIS OBISPO",2016,UBUS,Aggregated,Aggregated,NG,0.6729998034686075,28.3539359310576,2.6919992138744293,0.0000014209881942212359,0,0,0.0000014209881942212359,0,0,0,0,0.0000014209881942212359,0.00010149915673008826,0,0,0.00010149915673008826,0,0,0,0,0.00010149915673008826,0.0006921191685079982,0,0,0.0006921191685079982,0.00000928872730451636,0,0,0.00000928872730451636,0.04202939725298968,0,0,0.04202939725298968,0.00009945307407994503,0,0,0.00009945307407994503,0.0000000665175796640522,0,0,0.0000000665175796640522,0.0000003750584910760212,0.000004073760310570717,0.000004515336381310791,0.00000006364005861218675,0,0,0.00000006364005861218675,0.0000000937646227690053,0.0000017458972759588786,0.0000019033019573400707,0,0,0,0,0.000008567967575758733,0,0,0.000008567967575758733,0.004857957290759179
"SAN LUIS OBISPO",2017,HHDT,Aggregated,Aggregated,GAS,2.606358753973805,128.49220339753052,52.1480259495079,0.0003036960956292117,0,0.00000003303107449099779,0.0003037291267037027,0.0000001992857252461945,0.0000096739171603853,0.00004918173775290918,0.00000011063308992905557,0.00036289470043217244,0.0004431526298407355,0,0.000000036164868873492567,0.000443188794709609,0.0000001992857252461945,0.000009673917160381318,0.00004918173775288895,0.00000011063308992905557,0.0005023543684380545,0.005509245565499099,0,0.0001099296184122687,0.005619175183911368,0.0015539963480184315,0,0.00016923020932315482,0.0017232265573415863,0.3225796356073288,0,0.0025464102345668198,0.3251260458418956,0.000052740295702665845,0,0.000000006305739541738647,0.00005274660144220758,0.0000004510349535876549,0,0.00000004706110853156734,0.0000004980960621192223,0.000002832768183413898,0.000008744755382198704,0.000012075619627731825,0.0000004147099908826088,0,0.000000043270952139763244,0.00000045798094302237205,0.0000007081920458534745,0.000003747752306656588,0.000004913925295532435,0.0000031921869954371898,0,0.000000025198793533660032,0.0000032173857889708497,0.000041322685395935355,0,0.000005968544652742699,0.000047291230048678056,0.03431809538711465
"SAN LUIS OBISPO",2017,HHDT,Aggregated,Aggregated,DSL,1491.1601577907882,159508.16390354602,14160.733885792724,0.06721555405274787,0.007201701695739922,0,0.07441725574848779,0,0,0,0,0.07441725574848779,0.07651979175445883,0.008198589177786026,0,0.08471838093224486,0,0,0,0,0.08471838093224486,0.21031215631528108,0.06662007086625753,0,0.2769322271815386,1.242306722827257,0.09816001788618293,0.018228332270446953,1.358695072983887,294.47756291572404,15.054624730918091,0,309.5321876466421,0.003121988396191314,0.000334500391223245,0,0.003456488787414559,0.02932616810190648,0.00048522798702803783,0,0.029811396088934516,0.0061895017910399905,0.010614995571633562,0.04661589345160807,0.028057531051220396,0.00046423723909825367,0,0.02852176829031865,0.0015473754477599976,0.004549283816414392,0.03461842755449304,0.002782077999027692,0.000142228629688476,0,0.0029243066287161683,0.04628777204883722,0.0023663773597072104,0,0.04865414940854443,27.58644658199401
"SAN LUIS OBISPO",2017,HHDT,Aggregated,Aggregated,NG,35.62309720013072,1438.706588762279,138.93007908050987,0.0007231728926134675,0.000003363081991535314,0,0.0007265359746050029,0,0,0,0,0.0007265359746050029,0.007764172744854757,0.000049860296057371144,0,0.007814033040912128,0,0,0,0,0.007814033040912128,0.014518143876918141,0.0006229064286880999,0,0.015141050305606241,0.007857947233812059,0.0011069256953926926,0,0.008964872929204752,5.271524264653696,0.1720463338609807,0,5.443570598514676,0.006910530796096906,0.000045831671399884455,0,0.00695636246749679,0.000006448181380544553,0.0000007383346394313445,0,0.000007186516019975898,0.00005709249165218767,0.00009791362318350185,0.00016219263085566542,0.000006169235908347959,0.0000007063946097577552,0,0.000006875630518105715,0.000014273122913046918,0.00004196298136435793,0.00006311173479551057,0,0,0,0,0.0010746347063343969,0.00003507277064136789,0,0.0011097074769757648,0.6291937359376619
"SAN LUIS OBISPO",2017,LDA,Aggregated,Aggregated,GAS,114870.44358019767,4440859.889009667,532303.0502664367,0.13212296120354988,0,0.27220500649700485,0.40432796770055474,0.04340968940644269,0.1034812852139897,0.20250704355710267,0.03346266357958381,0.7871886494576736,0.18612171849624967,0,0.29797878157705693,0.4841005000733066,0.04340968940644269,0.10348128521394716,0.20250704355701932,0.03346266357958381,0.8669611818302997,5.613536803692006,0,1.69924891868325,7.312785722375256,0.48636175960779743,0,0.1815332377668116,0.667894997374609,1444.353787610023,0,37.77132576545419,1482.125113375477,0.02871766309709996,0,0.053951919983198954,0.08266958308029891,0.0074758587418494405,0,0.0013555049050683055,0.008831363646917747,0.03916168068708621,0.17989897065630225,0.2278920149903062,0.006879729321827876,0,0.0012484377690613064,0.008128167090889182,0.009790420171771553,0.07709955885270098,0.09501814611536172,0.014293051602400702,0,0.00037377788799934154,0.014666829490400043,0.040625189211843,0,0.01975392198432214,0.06037911119616514,156.44305236988637
"SAN LUIS OBISPO",2017,LDA,Aggregated,Aggregated,DSL,2159.5343229262344,89801.04136423254,10142.747396367255,0.002482068695725256,0,0,0.002482068695725256,0,0,0,0,0.002482068695725256,0.0028256701909440537,0,0,0.0028256701909440537,0,0,0,0,0.0028256701909440537,0.02845622923291074,0,0,0.02845622923291074,0.02122256070884614,0,0,0.02122256070884614,22.239473563189126,0,0,22.239473563189126,0.00011528734661618757,0,0,0.00011528734661618757,0.0014700314604831719,0,0,0.0014700314604831719,0.0007919096290286587,0.0036378348583504016,0.005899775947862233,0.001406438550220821,0,0,0.001406438550220821,0.00019797740725716468,0.0015590720821501718,0.0031634880396281574,0.00021024300333625725,0,0,0.00021024300333625725,0.003495735541229156,0,0,0.003495735541229156,1.9820492793562323
"SAN LUIS OBISPO",2017,LDA,Aggregated,Aggregated,ELEC,947.5402252514755,35154.11954394189,4774.883054438772,0,0,0,0,0.000014830940859771591,0.00002572766716939893,0,0.000003579694220452522,0.000044138302249623045,0,0,0,0,0.000014830940859771591,0.00002572766716938835,0,0.000003579694220452522,0.00004413830224961246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031000626879100176,0.0014240912972586645,0.0017340975660496663,0,0,0,0,0.00007750156719775044,0.0006103248416822848,0.0006878264088800353,0,0,0,0,0,0,0,0,0
"SAN LUIS OBISPO",2017,LDT1,Aggregated,Aggregated,GAS,13786.731147587196,507114.7232843363,62739.406153225995,0.029599259818721003,0,0.0414606121952395,0.0710598720139605,0.008800066432628892,0.018537969553915595,0.06505535136738999,0.0063691142926739185,0.16982237366056888,0.03983921674353199,0,0.04536991122124944,0.08520912796478143,0.008800066432628892,0.018537969553907966,0.06505535136736325,0.0063691142926739185,0.18397162961135546,1.004926188957129,0,0.2312466372981437,1.2361728262552727,0.10051139888646382,0,0.02648486092820026,0.1269962598146641,190.00003310929262,0,5.2026380386559525,195.20267114794856,0.005605419111255103,0,0.007742262554586055,0.013347681665841157,0.0012637972405898702,0,0.00023592995253718957,0.0014997271931270597,0.00447198636330092,0.020543187356413594,0.026514900912841574,0.0011649784189482813,0,0.00021787508763434937,0.0013828535065826307,0.00111799659082523,0.008804223152748685,0.011305073250156545,0.0018802043522748023,0,0.00005148432094201009,0.0019316886732168124,0.006770585276146639,0,0.0025021030049429123,0.009272688281089552,20.604267095637418
"SAN LUIS OBISPO",2017,LDT1,Aggregated,Aggregated,DSL,36.86670288506045,485.39231649507485,120.69857974065756,0.00015009140844679883,0,0,0.00015009140844679883,0,0,0,0,0.00015009140844679883,0.00017086908976183843,0,0,0.00017086908976183843,0,0,0,0,0.00017086908976183843,0.0009349110622251189,0,0,0.0009349110622251189,0.0008459961305899076,0,0,0.0008459961305899076,0.21717096879882844,0,0,0.21717096879882844,0.0000069714590331520975,0,0,0.0000069714590331520975,0.00012054900373597224,0,0,0.00012054900373597224,0.000004280427525666489,0.000019663213946030435,0.00014449264520766916,0.0001153341071960861,0,0,0.0001153341071960861,0.0000010701068814166223,0.000008427091691155901,0.00012483130576865863,0.0000020530466509461245,0,0,0.0000020530466509461245,0.000034136252011370356,0,0,0.000034136252011370356,0.019354934863084382
"SAN LUIS OBISPO",2017,LDT1,Aggregated,Aggregated,ELEC,22.006570641751374,616.226519090949,100.93140059566552,0,0,0,0,0.00000034444780180976515,0.0000005438310115370499,0,0.00000008313820525914911,0.0000009714170186059642,0,0,0,0,0.00000034444780180976515,0.0000005438310115368261,0,0.00000008313820525914911,0.0000009714170186057404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000543418769668413,0.000024963299731642722,0.00003039748742832685,0,0,0,0,0.0000013585469241710324,0.000010698557027846881,0.000012057103952017914,0,0,0,0,0,0,0,0,0
"SAN LUIS OBISPO",2017,LDT2,Aggregated,Aggregated,GAS,54743.61231531847,1987769.365035,249400.41843573775,0.09538215076050349,0,0.18921791607330332,0.2846000668338068,0.0298771091497977,0.06517628211567429,0.22916783107954353,0.023114736391999832,0.6319360255708221,0.1360492787404343,0,0.20714686736957777,0.34319614611001203,0.0298771091497977,0.06517628211564745,0.22916783107944913,0.023114736391999832,0.6905321048469061,3.8796181697477428,0,1.054861284750923,4.934479454498666,0.5156525000050969,0,0.1614325431316339,0.6770850431367308,850.9379036437127,0,23.712163138310405,874.6500667820231,0.02035945871305858,0,0.03562696387091421,0.055986422583972795,0.003969727100846252,0,0.0007253376249436823,0.004695064725789934,0.01752912523669655,0.08052441905607477,0.10274860901856125,0.0036529522457029785,0,0.0006678371290111724,0.0043207893747141506,0.004382281309174138,0.03451046530974633,0.043213535993634616,0.008420720374433739,0,0.00023465107665984313,0.008655371451093581,0.0326602663872002,0,0.013237184893355774,0.04589745128055597,92.32211570268414
"SAN LUIS OBISPO",2017,LDT2,Aggregated,Aggregated,DSL,243.47525970724848,10930.622704294568,1184.0013642397387,0.00028189194712480945,0,0,0.00028189194712480945,0,0,0,0,0.00028189194712480945,0.0003209152403515591,0,0,0.0003209152403515591,0,0,0,0,0.0003209152403515591,0.0019991959085902387,0,0,0.0019991959085902387,0.0013168227853871718,0,0,0.0013168227853871718,3.729580541552905,0,0,3.729580541552905,0.000013093342127258852,0,0,0.000013093342127258852,0.00014138647245888315,0,0,0.00014138647245888315,0.00009639159233912658,0.00044279887730786264,0.0006805769421058724,0.00013527015624587312,0,0,0.00013527015624587312,0.000024097898084781645,0.00018977094741765544,0.0003491390017483102,0.0000352579485306893,0,0,0.0000352579485306893,0.0005862381236650812,0,0,0.0005862381236650812,0.33239152013569173
"SAN LUIS OBISPO",2017,LDT2,Aggregated,Aggregated,ELEC,78.24830724724394,2882.533527504909,399.6515288633849,0,0,0,0,0.0000012247459118193302,0.0000021533724284158685,0,0.0000002956127937880558,0.0000036737311340232546,0,0,0,0,0.0000012247459118193302,0.000002153372428414982,0,0.0000002956127937880558,0.0000036737311340223678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000025419594491899497,0.00011677126219716331,0.0001421908566890628,0,0,0,0,0.000006354898622974874,0.00005004482665592714,0.00005639972527890201,0,0,0,0,0,0,0,0,0
"SAN LUIS OBISPO",2017,LHDT1,Aggregated,Aggregated,GAS,5972.134019989923,202869.62779575313,88975.89841816004,0.03580150314342761,0.0031366575451494505,0.02114893173430875,0.060087092422885804,0.00046404578191983184,0.019965293461439413,0.14671383304826868,0.00023147981468203834,0.2274617445291958,0.04908640798811374,0.004558853154689312,0.02312707905364562,0.07677234019644867,0.00046404578191983184,0.019965293461431204,0.14671383304820834,0.00023147981468203834,0.2441469923026901,0.6705911564210403,0.024391781342472142,0.22320353744277982,0.9181864752062923,0.12409417086043396,0.0002737532728211902,0.05789051227796254,0.1822584364112177,236.09955991812572,0.8221248214798356,2.019475149451047,238.9411598890566,0.006401935073597843,0.0008053220316993094,0.0038405059344250713,0.011047763039722224,0.0007943646103266072,0,0.00007857435230802375,0.0008729389626346309,0.001789003882898234,0.017093932101092627,0.019755874946625493,0.0007329096009719811,0,0.00007291848665501751,0.0008058280876269986,0.0004472509707245585,0.00732597090046827,0.008579049958819827,0.0023363965409041523,0.000008135591568925528,0.000019984343703374644,0.0023645164761764525,0.006749971634366547,0.000019267096394130508,0.004121719688310546,0.010890958419071223,25.2210046591223
"SAN LUIS OBISPO",2017,LHDT1,Aggregated,Aggregated,DSL,7817.718943296695,298791.29947370704,98337.06961624176,0.06936921529206475,0.0009458605739770975,0,0.07031507586604184,0,0,0,0,0.07031507586604184,0.07897223963122126,0.001076799378389228,0,0.08004903900961048,0,0,0,0,0.08004903900961048,0.31657043676598373,0.007839780544251112,0,0.32441021731023484,1.3143194930157125,0.02210280647260644,0,1.336422299488319,194.77017075496582,1.223979930988467,0,195.99415068595428,0.0032220674559260663,0.00004393341571507987,0,0.0032660008716411462,0.01303440244875252,0.00024249711377717292,0,0.013276899562529693,0.0039523323481879605,0.025176357057957306,0.042405588968674954,0.012470539968575096,0.0002320067959779592,0,0.012702546764553055,0.0009880830870469901,0.01078986731055313,0.024480497162153177,0.0018412785511082753,0.000011571012055800604,0,0.0018528495631640759,0.03061515850835499,0.00019239260022727036,0,0.03080755110858226,17.467592657774496
"SAN LUIS OBISPO",2017,LHDT2,Aggregated,Aggregated,GAS,699.7961348796833,25158.606644992706,10425.919713466314,0.0027457571703854537,0.00037008356482525433,0.0020531882556791394,0.005169028990889848,0.00004082174553204899,0.001750727826365916,0.013345970373522632,0.000020869846592109732,0.020327418782902555,0.003931006860524358,0.000539598218663756,0.002247305337159196,0.0067179104163473105,0.00004082174553204899,0.001750727826365196,0.013345970373517152,0.000020869846592109732,0.021876300208353815,0.05253879364530437,0.002877577423754719,0.024105600528709397,0.07952197159776848,0.012013079263513738,0.000032331830446144935,0.006688363558864059,0.018733774652823942,33.47009097775547,0.11107888019417439,0.2591804969743017,33.84035035492394,0.0005382149002518698,0.00009855850866166456,0.00039247265565966414,0.0010292460645731985,0.00007468645909589766,0,0.000006262340614047443,0.0000809487997099451,0.00022186093337498342,0.0024731947547976282,0.0027760044878825567,0.0000687347851815294,0,0.000005773801284158211,0.0000745085864656876,0.000055465233343745854,0.0010599406091989835,0.001189914429008417,0.0003312136829534668,0.0000010992155662770962,0.0000025648011237740923,0.00033487769964351795,0.0007044924002195745,0.000002375721303611233,0.0004904778916317975,0.0011973460131549834,3.5719573570503833
"SAN LUIS OBISPO",2017,LHDT2,Aggregated,Aggregated,DSL,2359.3323496116004,94590.80667993565,29677.432918018116,0.01910434473252284,0.00028545403929107065,0,0.01938979877181391,0,0,0,0,0.01938979877181391,0.021749026334839296,0.0003249704454588692,0,0.022073996780298165,0,0,0,0,0.022073996780298165,0.08492725803577943,0.0023659903849277213,0,0.08729324842070715,0.3069116393037172,0.006677375071574509,0,0.3135890143752917,69.11549501524742,0.5913728356833504,0,69.70686785093076,0.0008873602962104696,0.000013258794499692308,0,0.0009006190907101619,0.0033752663673557066,0.00007250951504945275,0,0.0034477758824051595,0.0012512221933530625,0.009298666266935509,0.013997664342693731,0.0032292538383855898,0.00006937278552518064,0,0.0032986266239107705,0.0003128055483382656,0.003985142685829504,0.0075965748580785405,0.0006533899828064993,0.000005590600007337467,0,0.0006589805828138367,0.010863993326458952,0.00009295557441780155,0,0.010956948900876754,6.212487305401173
"SAN LUIS OBISPO",2017,MCY,Aggregated,Aggregated,GAS,9867.317052240629,66031.6219323565,19734.63410448126,0.1805398756664619,0,0.04681506735817857,0.2273549430246405,0.01963508511696406,0.020483874386680114,0.07147608176593126,0.010847636923487976,0.34979762121770386,0.21453537866134498,0,0.050877377050745076,0.26541275571209005,0.01963508511696406,0.020483874386671683,0.07147608176590182,0.010847636923487976,0.3878554339051156,1.753996253446519,0,0.192678844665568,1.946675098112087,0.08958348886935173,0,0.0059177917793749755,0.0955012806487267,15.406009840394763,0,1.4247734766115967,16.83078331700636,0.02533919171203857,0,0.0060364934799054856,0.03137568519194406,0.00013481339653157213,0,0.00010211757150028709,0.0002369309680318592,0.00029114961493887775,0.0008559798679203007,0.0013840604508910377,0.0001273529544559491,0,0.00009703962980523019,0.00022439258426117928,0.00007278740373471944,0.00036684851482298597,0.0006640285028188847,0.00015245495634433112,0,0.000014099288552175553,0.00016655424489650668,0.005048718011395507,0,0.00032850625178951616,0.005377224263185023,1.776543081367777
